,id,tweet,label
107,108,public health england weekli coronaviru report show rise almost rhinoviru infect includ common cold last week http co n jzzyu lj,real
108,109,imag suspect coronaviru vaccin caus covid,fake
109,110,peopl like other becom sever ill covid mean may requir hospit intens care ventil help breath sever ill peopl may die learn http co lxfaqqx http co manrecav g,real
110,111,camila pitanga brazilian actress contract covid said caught malaria could take chloroquin without admit wrong,fake
111,112,new coronaviru caus sudden death syndrom,fake
112,113,indiafightscorona increas gap covid recov amp activ case india may septemb staysaf indiawillwin http co ffj dkyspr,real
113,114,coronaviru parti deadli consequ http co wtrijwju,real
114,115,cabinet offic minist michael gove say go shift emphasi work home new covid restrict kayburley get latest coronaviru news http co hk hrup ay http co q btm ye p,real
115,116,jame gross well report quit effect refus put number tabl dashboard reason beyond,real
116,117,look number like yesterday one state california drove huge increas number seem much solid driven number state report larg number test complet,real
117,118,india lost individu coronaviru till date view rise coronaviru case bihar govern extend lockdown state till septemb nationalist congress parti chief sharad pawar resid four peopl test posit coronaviru http co lqgjhhvr g,fake
118,119,bill gate profit vaccin want reduc world popul,fake
119,120,indiafightscorona mohfw india held virtual meet today state amp ut ensur adequ oxygen avail healthcar facil amp unrestrict intra well inter state movement oxygen read detail http co cfx myecfx staysaf indiawillwin http co ja u ey z,real
120,121,hcp attend next coca call tuesday aug pm et via zoom topic covid amp telehealth implement stori field learn http co vwvkebacnf covid http co yid bdxiap,real
121,122,healthi year old boy lost life covid day http co smqhswqt,real
122,123,import part work data collect analysi pm everi day data team collat result receiv test laboratori inform nigerian number new covid case result receiv time report next day http co nyo neimrk,real
123,124,final launch first real version covid racial data tracker partnership dribram antiracismctr major effort project volunt hope use commun across countri http co htyv ta,real
124,125,acc mohfw india incub period covid time exposur novel coronaviru becom infect symptom onset day median estim day long day coronaviru covid covid http co u wkfq sm,real
125,126,nasal flu vaccin side effect caus covid,fake
126,127,today case bring combin total confirm probabl covid case peopl report recov today two peopl hospit one middlemor north shore hospit neither icu,real
127,128,new public covid pandem could caus hiv treatment interrupt allow increas new infect program plan avoid risk save live full report http co x xey iiz author brittajewel jennifersmith timothyhallett http co mmrowji jr,real
128,129,transpar leader vital crisi must access data make inform decis behavior chang az resid access data model project http co u iux kml http co rpkjdmzkev,real
129,130,one nz receiv hospit level care covid yesterday laboratori complet test bring total number test complet minist advis amp reassur number continu increas come day,real
130,131,followlasg rapid respons team work nfeltp strengthen commun test covid lga team provid support newli reactiv lga walk test site increas test capac access awar covid grassroot level http co mniu obt v,real
131,132,new recov case report five state viz maharashtra tamil nadu andhra pradesh karnataka amp uttar pradesh maharashtra alon contribut amp andhra pradesh contribut new recoveri http co ntodwipflp,real
132,133,claim india began screen passeng covid affect countri singl case pm modi fact govt mandat univers screen internat l flight march case detect across indian state http co caogf glz,fake
133,134,say coronaviru militari bio weapon develop china armi,fake
134,135,indor india polic doctor inject coronaviru posit blood muslim,fake
135,136,photo vaccin develop u scientist covid,fake
136,137,video clip show doctor coupl die treat covid patient,fake
137,138,death report bring total dataset includ probabl covid death report nyc new york state work separ account lab confirm probabl death state http co j rbzi rz,real
138,139,youth sport organ resum activ plan player visitor coach get sick covid cdc offer tip protect health safeti staff player visitor involv youth sport tip http co tnpx fnvg http co op mqskvf,real
139,140,one politician die viru,fake
140,141,indiafightscorona health ministri review covid manag amp respons district across state exhibit high caseload fatal,real
141,142,covid http co j aacjvhg,fake
142,143,leak report say mani human planet http co kvl ooxu globalwarm coronaviru conspiraci,fake
143,144,anoth current known data problem washington state rock solid report earli part outbreak system got gum seen new updat state day,real
144,145,india spray pesticid night prevent covid,fake
145,146,home ministri declar post coronaviru declar punish offens,fake
146,147,refus socialdist sign pledg bypass care get ill coronaviru http co bpyweruwv via arthurcaplan http co nwyblekp,real
147,148,rt cdcenviron use bleach solut disinfect product food current case covid identifi,real
148,149,free coronaviru test kit avail http co vvmmt ayai health coronaviru,fake
149,150,drharshvardhan dispel doubt rais failur one vaccin clinic trial say trial continu expert committe reapprais signific mutat sar cov india icmr activ explor saliva base test covid pib india,real
150,151,thirti nine gp specialist written bmj call action long covid http co kgv pf http co jtc oucomw,real
151,152,scientist express cautiou optim covid vaccin readi go late spring although unclear much longer would take distribut vaccin wide http co srnfkura c,fake
152,153,want context hospit data situat check weekli roundup tackl transit period produc errat artifici deflat hospit data http co tuohxwun u http co cddxgjrrw,real
153,154,coronavirusupd covid test statu updat icmrdelhi state sampl test upto septemb sampl test septemb staysaf indiawillwin http co awnpnmp jv,real
154,155,video show first infect patient covid dhanbad hospit,fake
155,156,say daniel radcliff coronaviru,fake
156,157,today total activ covid case india sampl test today till pm covid lakshadweep report singl case till date amp arunachalpradesh amp mizoram report covid case last hr http co lq ugeq,real
157,158,trump coronaviru may end novemb rd http co nn tfmvxr dranthonyfauci smallpox,fake
158,159,coronaviru scientist believ coronaviru affect bodi http co mlmhan tjf,fake
159,160,former rep trey gowdi wrote essay past social media claim covid pandem plan help democrat elect,fake
160,161,health equiti everyon opportun healthi possibl must address long stand inequ put racial ethnic group higher risk covid learn cdc covid healthequ strategi http co ovro b r http co xht gsfsgi,real
161,162,product page amazon offer toxic chlorin dioxid industri bleach often sold name miracl miner solut covid cure report edpilkington guardian http co iiwgff hbe,fake
162,163,recent date confirm data north carolina may th infect rate mean covid case slowli increas,real
163,164,possibl vaccin could avail end year csa patrick vallanc say vaccin could avail small amount certain group ad like see vaccin first half next year http co n totq zuh http co pzlzrn ego,real
164,165,phase dose alloc proport particip countri simultan reduc overal risk phase consider given countri relat threat vulner drtedro covid http co kocc gcx,real
165,166,great news carona viru vaccin readi abl cure patient within hour inject hat us scientist right trump announc roch medic compani launch vaccin next sunday million dose readi note messag requir confirm,fake
166,167,state report death trend good http co yduwnhfwi,real
167,168,new case covid lago oyo fct niger borno jigawa kaduna anambra edo river nasarawa bauchi benu zamfara case covid nigeria discharg death http co vbfa yqyj,real
168,169,twofold increas mortal among coronaviru patient hypertens http co enlbntdzbl,real
169,170,juli last day state report new covid case wear cloth face cover keep ft other wash hand often interest data state see covid data tracker http co ku nklzcq http co hmpsgmsgrl,real
170,171,covid never go away beach today raleigh north carolina,fake
171,172,pope franci die coronaviru http co wjinjkyi,fake
172,173,new case covid nigeria lago plateau oyo fct edo kaduna enugu ogun kano kwara cross river ondo river ekiti imo borno confirm discharg death http co sjk grl,real
173,174,peopl offer prayer group rooftop despit lockdown case coronaviru india continu increas,fake
174,175,access covid tool act acceler aim provid equit access tool tackl form covid diseas asymptomat mild sever diseas http co zpl dmyiy,real
175,176,posit rate fallen lot sinc earli april back like lot chang driven rise test plummet posit rate northeast http co krvi od x,real
176,177,rt imperialcolleg uk govern announc million support prof robin shattock roboski team phase two trial,real
177,178,open vacanc nurs doctor health profession work temporari hospit paulo use treat covid case,fake
178,179,photo funer recent deceas sri lankan politician arumugam thondaman share thousand time multipl facebook post post claim imag show one thondaman daughter violat sri lanka mandatori coronaviru quarantin polici travel attend ceremoni shortli return countri oversea,fake
179,180,morn identifi close contact tokoroa health profession current hospit covid alreadi contact expect contact remaind today,real
180,181,last place free covid pacif help countri region step effort prepar arriv covid http co jgwgoj z b whoimpact http co xsbv dwgx,real
181,182,new covidview report hospit rate death covid increas indic track hospit death usual lag behind indic track ill http co zp vylo pb http co wptwivfqf,real
182,183,true coronaviru caus sore throat gargl salt warm water may make feel better direct effect viru covid afaracar,fake
183,184,dna vaccin shown work rhesu monkey expos vaccin monkey covid less viru lung read studi sciencemagazin gt http co lr f qmp v,real
184,185,import strategi deal doomsday scenario covid flu measl http co dscsm xx http co nb rn,real
185,186,older children seem spread covid like adult http co sd peyonoo http co ejmr x f,real
186,187,grate support ihstow provid ambul nigeria covid respons use port health servic fmohnigeria kano edo amp oyo state emerg oper centr expand current capac transport case http co czuncll,real
187,188,sadli peopl hospit today around countri covid two ward north shore hospit two icu one north shore one waikato hospit hope everyon full speedi recoveri,real
188,189,indian politician uddhav thackeray ask christian pray jesu stop covid,fake
189,190,averag number case nationwid flatten past week break downward trend seen begin august http co tioecwn,real
190,191,posit coronaviru case nagpur along three doctor one ventil,fake
191,192,latest cdc covidview report show minor popul like american indian black hispan continu hospit covid nearli time rate non hispan white counterpart learn http co zp vylo pb http co hpmlwpxd,real
192,193,asxgold kia ora new zealand resid citizen children partner permit enter new zealand,real
193,194,indiafightscorona test track treat effect implement centr state ut ensur india one lowest covid case death per million popul compar sever countri http co caqhv rk,real
194,195,indiafightscorona union health ministri urg state ut ensur restrict impos movement medic oxygen state http co yx xzsuzt pmoindia drharshvardhan ashwinikchoubey pib india ddnewsliv airnewsalert icmrdelhi mygovindia,real
195,196,studi covid like mix seattl earli flu season http co hdb mh,real
196,197,photo show peopl infect coronaviru lie sidewalk china,fake
197,198,indiafightscorona activ case total covid case recoveri lakh exceed activ case lakh http co ftuvx turg http co yvdleoybr,real
198,199,state like new york illinoi california vocal demand fund bail pension system fail long covid outbreak program relat crisi,fake
199,200,news anti vaxxer close decid medic condit pretend caus coronaviru vaccin http co dawxnypj http co envxr byr,fake
200,201,coronavirusupd total covid case india septemb cure discharg migrat activ case death total covid confirm case cure discharg migrat activ case death http co hukbdqm f,real
201,202,new case covid lago fct bauchi river oyo kaduna gomb edo ogun jigawa enugu kano osun ondo case covid nigeria discharg death http co xq b yib,real
202,203,florida number today includ larg number backlog test state said http co esolo gpgn,real
203,204,local lockdown measur impos welsh counti rhondda cynon taf rise coronaviru case http co odij cy sg,real
204,205,announc algeria outsid danger regard covid,fake
205,206,state report nearli k case today day may posit rate highest sinc late may http co lzr w htvn,real
206,207,vast major student st domin casual contact test precaut student staff well symptom covid need self isol wait test result,real
207,208,prime minist bori johnson say govern shortli set prioriti group think covid test follow live updat pm face question liaison committe http co mcyj kfv http co qlpstqmj g,real
208,209,antibodi common cold produc posit covid test fals posit result covid antibodi test behind covid case report u,fake
209,210,children year repres report covid case death compar age group amp usual mild diseas http co cs uxqrrmn http co l gqfttymg,real
210,211,man beaten deoria india lockdown time,fake
211,212,daili updat publish track million test k yesterday note track test state report detail see http co pzrmh bl http co djdfyx mey,real
212,213,coronaviru like broken leg http co ggjyvfjzrc,fake
213,214,photo show mass flee myanmar thailand due coronaviru pandem,fake
214,215,georgia particularli worrisom state seen larg rise report death despit rise infect steep hospit curv today state report second highest death sinc begin pandem highest number sinc april http co xuz nna bl,real
215,216,new find confirm earlier research show major increas physician employ hospit past decad http co woolrigvku,real
216,217,ireland entir cabinet restrict movement health minist felt unwel test coronaviru report http co zo bfugi,real
217,218,backdrop lockdown video wild anim take road surfac internet among set pictur herd deer round social media claim pictur lake club chandigarh,fake
218,219,report death toll today last friday two state report death today ny pa http co ejuetbswz,real
219,220,one optimist point state left side chart find posit case even lot test suggest mitig strategi work http co bbzkvmkc,real
220,221,mathguy hedgeyedj thank extrem insight one two trust websit follow provid good summari amp updat covid follow chrismartenson realli good job recent video tout import vitamin elderberri among thing,fake
221,222,florida broke new york day averag record case per million popul today test capac obvious much much greater spring howev still stun see record fall http co vgzrm uwgw,real
222,223,outbreak continu mani peopl unit state point time either year next expos covid like mani becom sick peopl like mild ill http co sldrvxxfcz,real
223,224,sir ganga ram hospit direct patient stay home n treat urself impli delhi govt miser fail administr respons provid health care n left delhit fate must sack n lg take charg u agre,fake
224,225,one previous report case consid recov total number activ case import case miq facil commun case,real
225,226,joe diffi death label covid death,fake
226,227,model assumpt assum baselin gener hospit occup rate across hospit account hospit non covid patient assum hospit increas avail bed covid patient roughli doubl,real
227,228,bame doctor uk still given access potenti life save covid risk assess http co qsgkfqj p,real
228,229,daili updat publish state report k test k case death http co h ur f,real
229,230,doctor name lesli chow discov coronaviru die contact coronaviru patient,fake
230,231,though number new case remain rel flat region data show steadi state new case region scale popul http co vm npwhuk,real
231,232,yesterday lab process test total number test complet date peopl link commun cluster auckland quarantin facil includ peopl test posit household contact,real
232,233,coronaviru hospit urgent plea peopl go busi amp e covid test http co nrugoqj,real
233,234,rightmov said activ aid current stamp duti holiday driven high demand garden space work home covid disrupt day day life http co adgxpjblhl,real
234,235,say covid viru,fake
235,236,anyon flight facil time case treat close contact test isol neg result receiv,real
236,237,chri fairchild state provid neg result frequenc comprehens point think posit rate import indic alexismadrig,real
237,238,new case covid nigeria lago fct plateau kaduna ogun kwara ebonyi ekiti oyo borno edo kano nasarawa osun taraba gomb bauchi confirm discharg death http co c hfahc,real
238,239,per tamilnadu govt total sampl test covid sep covid covid covid covid covid india corona coronaviru coronavirusindia coronaviruspandem coronavirusupd covidupd coronaupd coronaupdatesindia http co ozpoahr zs,real
239,240,trump effort blame obama sluggish coronaviru test,fake
240,241,first chang track pend number state total go less errat second track number state broaden grade criteria third make major chang websit,real
241,242,indiafightscorona india climb anoth histor peak lakh test lakh test done last hour pmoindia drharshvardhan ashwinikchoubey pib india ddnewsliv airnewsalert icmrdelhi covidnewsbymib pti news ani,real
242,243,state report newli discov case today last week low almost exact match last tuesday new case number http co lznngowak,real
243,244,public broadcast rtve publish map coronaviru case spain fact map peni averag size differ region,fake
244,245,allegheni counti pa depart emerg servic use divers sourc respons plan includ covid act http co hcvbhyvsmw http co hd bbpn q,real
245,246,aaj tak news report chines prime minist said read quran offer namaz cure covid,fake
246,247,aug nation forecast suggest new weekli covid death may decreas come week new death week end sept forecast predict k k total covid death us sept http co ft cgmampx http co c jhb v jg,real
247,248,develop bank tell govern alreadi spent ireland share eu trillion covid recoveri fund http co rjdmlwsje,fake
248,249,drjudyamikovit promis viabl vaccin develop covid viru think rehir judith mikovit live scientif encyclopedia viral research involv scientif research permit,fake
249,250,nanci pelosi suggest coronaviru c renam c honor presid trump http co sj al bawb donaldtrump,fake
250,251,rt whoafro children wear mask safe children must clean hand maintain safe distanc stop spread,real
251,252,mar lago test posit coronaviru http co pkmc cyg donaldtrump coronaviru mikep maralago kayleighmcenani,fake
252,253,covid vaccin oxford univers success peopl cure,fake
253,254,confirm earlier today second death link covid last two day mean number covid relat death new zealand,real
254,255,photo show french nurs hold sign denounc polic violenc,fake
255,256,daili updat publish state report k new case covid solid k test covid death today day averag death http co p l w oq,real
256,257,warn consum cabbag prevent covid,fake
257,258,coronavirusupd total covid case india septemb cure discharg migrat activ case death total covid confirm case cure discharg migrat activ case death http co agerkg egm,real
258,259,weekend lag effect pronounc death report exampl last week ca report death monday tue az report death mon tue today az report death ca data output complic human process http co wkn aqcigt,real
259,260,know strong weekend effect hit sunday monday especi report covid death sunday highlight red http co fpadhxolj,real
260,261,new infect maharashtra record highest singl day spike state far start pm tomorrow manipur go complet lockdown day bhopal madhya pradesh impos citi wide lockdown juli august covid coronavirusfact http co u zp p,fake
261,262,louisiana post record case count back back report saturday one posit thread compar hospit case chart clear diagnos infect la first peak test today http co rgmowepkf,real
262,263,whatsapp forward attribut cnn claim dr li wenliang whistleblow chines govern propaganda covid document research report accord report chemic like methylxanthin theobromin theophyllin stimul compound ward viru human bodi least averag perform immun system,fake
263,264,debunk misinform coronaviru hoax travel fast number caus grow outbreak need clarif http co lqlfunenn http co euomfkdku,fake
264,265,detail one covid track sharpest observ jordan zino gavinnewsom livestream http co l alob http co ozuw xckhd,real
265,266,person releas quarantin isol pose risk spread covid peopl share fact coronaviru diseas http co afhzlq v http co sawdcn bpe,real
266,267,pandem open door physician onlin learn physician new medscap report find http co jitkgktrrt,real
267,268,young peopl greater chanc kill hpv vaccin covid,fake
268,269,pandem,fake
269,270,grow number state citi requir face cover anyon leav home learn best materi make face mask properli wear care http co ostj oqq,real
